"","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count","Drama","Action","Romance","Adventure","Crime","Science.Fiction","Horror","Family","Fantasy","Animation","History","Documentary","Western","Foreign"
"1250","TRUE",5.4e+07,"English","Smaller company",128769345,95,3,"0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"1251","TRUE",6.2e+07,"English","Paramount Global",215887717,141,7,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1252","FALSE",6.7e+07,"English","Warner Bros. Entertainment",47267001,101,7,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1253","TRUE",6e+07,"English","NBCUniversal",165333180,92,4,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"1254","TRUE",3.2e+07,"English","The Walt Disney Studios",85167639,87,4,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1255","TRUE",4500000,"English","Warner Bros. Entertainment",146198896,96,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1256","FALSE",82500000,"English","Smaller company",237681299,107,11,"1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1257","FALSE",1.9e+07,"English","Smaller company",61503218,114,6,"0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1258","FALSE",6e+07,"English","Paramount Global",74208267,136,9,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1259","TRUE",9.5e+07,"English","Smaller company",250288523,136,3,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1260","FALSE",1500000,"English","Paramount Global",7412216,91,2,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1261","FALSE",6200000,"English","Smaller company",63541777,98,4,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1262","TRUE",3.5e+07,"English","Smaller company",113374103,108,7,"0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"1263","FALSE",7e+07,"English","Sony Pictures Entertainment",255000211,112,5,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1264","FALSE",2.5e+07,"English","Warner Bros. Entertainment",20796847,93,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1265","FALSE",3.2e+07,"English","Paramount Global",80197993,92,2,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1266","TRUE",3.2e+07,"English","Smaller company",222724172,93,1,"0","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1267","TRUE",12305523,"English","Smaller company",36230219,107,2,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1268","FALSE",1.2e+07,"English","The Walt Disney Studios",52223306,96,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1269","TRUE",2.6e+07,"English","Warner Bros. Entertainment",90426405,90,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1270","TRUE",4.5e+07,"English","Sony Pictures Entertainment",136885767,89,6,"0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"1271","FALSE",4e+07,"English","Smaller company",75505856,112,3,"1","1","1","1","0","0","0","0","0","0","1","0","0","0"
"1272","TRUE",1.1e+07,"English","NBCUniversal",48572000,96,2,"0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"1273","FALSE",8e+06,"English","Smaller company",100915,129,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1274","FALSE",3.5e+07,"English","Sony Pictures Entertainment",41954997,127,7,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1275","TRUE",220000,"Europe","Sony Pictures Entertainment",2040920,81,0,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1276","TRUE",65000,"English","Smaller company",28575078,100,0,"1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1277","TRUE",9500000,"English","Warner Bros. Entertainment",107071655,98,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1278","FALSE",5.5e+07,"English","NBCUniversal",149022650,104,4,"0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1279","FALSE",6e+06,"English","Paramount Global",70136369,103,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1280","FALSE",7e+07,"English","Smaller company",72108608,101,5,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1281","FALSE",2.1e+07,"English","The Walt Disney Studios",23450000,115,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1282","TRUE",9.5e+07,"English","Sony Pictures Entertainment",190213455,112,4,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1283","FALSE",6e+07,"English","Smaller company",170268750,101,15,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1284","FALSE",4e+07,"English","Warner Bros. Entertainment",176997168,128,8,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1285","TRUE",2e+07,"English","NBCUniversal",79114085,129,5,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"1286","FALSE",6500000,"English","The Walt Disney Studios",24793509,92,10,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1287","FALSE",1.8e+07,"Europe","Smaller company",1831348,105,3,"0","1","0","0","0","1","0","0","0","1","0","0","0","0"
"1288","FALSE",5e+07,"English","Smaller company",273552592,139,11,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1289","FALSE",4500000,"Europe","Smaller company",3764219,117,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1290","FALSE",7500000,"English","Warner Bros. Entertainment",18869631,99,3,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1291","FALSE",8e+07,"English","Warner Bros. Entertainment",98376292,101,8,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1292","TRUE",2.8e+07,"English","Paramount Global",60780981,89,20,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1293","FALSE",6e+06,"English","NBCUniversal",24078196,105,1,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1294","FALSE",9e+06,"English","Warner Bros. Entertainment",41590886,118,4,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1295","FALSE",2.8e+07,"English","Paramount Global",41230799,109,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1296","FALSE",2.2e+07,"English","The Walt Disney Studios",26570463,105,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1297","TRUE",8.5e+07,"English","Sony Pictures Entertainment",149044513,85,4,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1298","FALSE",2.5e+07,"English","The Walt Disney Studios",55494066,111,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1299","FALSE",1.9e+07,"English","The Walt Disney Studios",44332015,105,5,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1300","FALSE",2e+07,"English","The Walt Disney Studios",13801755,97,6,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1301","FALSE",12500000,"Europe","Smaller company",78599508,80,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1302","FALSE",7e+07,"Europe","Paramount Global",56702901,115,10,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1303","FALSE",7.5e+07,"English","NBCUniversal",14010690,99,5,"0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"1304","FALSE",1.5e+07,"English","Smaller company",17507368,84,5,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1305","FALSE",7.5e+07,"English","Smaller company",14567883,99,4,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1306","TRUE",1.5e+07,"English","Smaller company",60629159,96,2,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1307","FALSE",3500000,"English","Smaller company",257850122,91,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1308","FALSE",2.1e+07,"English","The Walt Disney Studios",71441250,110,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1309","FALSE",1.7e+07,"English","Paramount Global",30331165,81,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1310","FALSE",6500000,"English","Sony Pictures Entertainment",28451622,98,9,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1311","TRUE",1.5e+07,"English","NBCUniversal",5600000,87,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1312","TRUE",2.7e+07,"English","Paramount Global",60527873,115,10,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1313","FALSE",5500000,"English","The Walt Disney Studios",58972904,123,1,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1314","FALSE",5.3e+07,"English","The Walt Disney Studios",139804348,94,7,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1315","TRUE",9e+07,"English","Smaller company",69131860,92,7,"1","0","0","1","0","0","0","1","1","0","0","0","0","0"
"1316","FALSE",1.3e+07,"English","Sony Pictures Entertainment",27007143,91,3,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1317","FALSE",3e+07,"English","The Walt Disney Studios",29202884,108,13,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1318","FALSE",2.6e+07,"English","The Walt Disney Studios",65705772,121,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1319","FALSE",2.5e+07,"English","Warner Bros. Entertainment",15156200,110,2,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1320","FALSE",4.5e+07,"English","The Walt Disney Studios",11203026,106,7,"0","1","0","1","0","1","1","0","0","0","0","0","0","0"
"1321","FALSE",1500000,"English","Smaller company",2375097,110,5,"1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"1322","FALSE",1e+07,"English","Smaller company",10920544,118,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1323","FALSE",2.5e+07,"English","Smaller company",21567853,136,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1324","FALSE",2e+07,"Others","Sony Pictures Entertainment",100914445,99,0,"0","1","0","0","1","0","0","0","1","0","0","0","0","0"
"1325","TRUE",1.2e+08,"English","Sony Pictures Entertainment",259175788,106,15,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1326","FALSE",2e+07,"English","The Walt Disney Studios",167722310,92,10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1327","FALSE",3.1e+07,"English","NBCUniversal",134095253,157,8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1328","FALSE",6.5e+07,"English","Sony Pictures Entertainment",117487473,132,4,"1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1329","FALSE",1.2e+08,"English","Smaller company",203567857,126,9,"0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"1330","FALSE",1.8e+07,"English","Smaller company",75634409,76,2,"0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"1331","FALSE",7.8e+07,"English","The Walt Disney Studios",179179718,103,13,"0","1","0","0","1","1","0","0","1","0","0","0","0","0"
"1332","FALSE",7.3e+07,"English","NBCUniversal",151493655,118,7,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1333","FALSE",9e+07,"English","The Walt Disney Studios",113493481,96,7,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1334","TRUE",4e+07,"English","NBCUniversal",160583018,88,4,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1335","FALSE",1.2e+08,"English","The Walt Disney Studios",363258859,95,8,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"1336","TRUE",3.8e+07,"English","Smaller company",119723358,100,10,"0","1","0","1","0","0","0","1","0","0","0","0","0","0"
"1337","FALSE",6.5e+07,"English","Warner Bros. Entertainment",250821495,119,7,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1338","FALSE",8e+06,"English","NBCUniversal",17460020,82,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1339","FALSE",1.5e+07,"English","NBCUniversal",216614388,107,9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1340","TRUE",7500000,"English","Sony Pictures Entertainment",2.96e+08,93,2,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1341","TRUE",1.5e+07,"English","Paramount Global",9.4e+07,102,7,"0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"1342","TRUE",1.3e+08,"English","NBCUniversal",631744560,90,11,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"1343","FALSE",12500000,"English","Warner Bros. Entertainment",10725228,100,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1344","FALSE",7.5e+07,"English","Sony Pictures Entertainment",195745823,106,11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1345","FALSE",7e+07,"English","The Walt Disney Studios",130293714,146,6,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1346","FALSE",1e+07,"English","Paramount Global",17297244,96,5,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1347","FALSE",3500000,"English","Warner Bros. Entertainment",27900000,97,3,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1348","FALSE",4e+07,"English","Warner Bros. Entertainment",285176741,119,9,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1349","TRUE",6e+06,"English","Smaller company",25792310,99,4,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1350","FALSE",5e+07,"English","Sony Pictures Entertainment",87528173,99,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1351","TRUE",3.9e+07,"English","Warner Bros. Entertainment",75850624,125,0,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"1352","TRUE",2.3e+07,"English","Warner Bros. Entertainment",53302314,98,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1353","TRUE",7.8e+07,"English","NBCUniversal",209196298,124,8,"0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1354","TRUE",8e+07,"English","Smaller company",176885658,103,6,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1355","TRUE",4100000,"English","Smaller company",14225876,103,1,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1356","FALSE",1.3e+07,"English","Smaller company",8038508,115,1,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1357","FALSE",3.5e+07,"English","Paramount Global",36098382,102,8,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1358","TRUE",6e+06,"English","Smaller company",5844868,97,3,"0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"1359","FALSE",1.5e+08,"English","The Walt Disney Studios",335154643,116,5,"0","1","1","1","0","0","0","0","1","0","0","0","0","0"
"1360","FALSE",4e+07,"English","Smaller company",18902015,101,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1361","FALSE",4.9e+07,"English","The Walt Disney Studios",20423389,104,3,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1362","FALSE",2.7e+07,"English","Warner Bros. Entertainment",21500000,193,10,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1363","TRUE",1.6e+07,"English","NBCUniversal",48878502,96,4,"0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1364","FALSE",2e+07,"English","Smaller company",8586376,94,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1365","FALSE",1e+06,"English","Smaller company",2554476,103,9,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1366","FALSE",3e+07,"English","Smaller company",135130999,138,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1367","FALSE",2e+07,"English","The Walt Disney Studios",50012507,103,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1368","FALSE",8e+07,"English","Paramount Global",43935763,116,10,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1369","FALSE",5.5e+07,"English","Smaller company",100230832,163,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1370","FALSE",5.5e+07,"English","Sony Pictures Entertainment",18626419,116,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1371","FALSE",7e+07,"English","Sony Pictures Entertainment",85632458,121,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1372","FALSE",1e+07,"English","Warner Bros. Entertainment",47410000,96,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1373","FALSE",6900000,"English","Smaller company",7993039,102,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1374","FALSE",5e+07,"English","Smaller company",26199517,110,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1375","FALSE",8e+07,"English","The Walt Disney Studios",177977226,93,7,"0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1376","FALSE",2.1e+07,"English","Sony Pictures Entertainment",177200000,116,6,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1377","FALSE",2e+07,"English","Smaller company",17432163,101,5,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1378","FALSE",4.7e+07,"English","Warner Bros. Entertainment",15691192,125,11,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1379","FALSE",8.5e+07,"English","Sony Pictures Entertainment",137298489,130,13,"0","1","0","1","0","0","0","1","1","0","0","0","0","0"
"1380","FALSE",1.5e+07,"English","Smaller company",30102717,110,2,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1381","TRUE",2.6e+07,"English","The Walt Disney Studios",181096164,84,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1382","TRUE",3e+07,"English","NBCUniversal",254134910,89,4,"1","0","0","0","0","0","0","1","1","0","0","0","0","0"
"1383","FALSE",1.9e+07,"English","Sony Pictures Entertainment",8247943,95,2,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1384","TRUE",3e+07,"English","The Walt Disney Studios",173959438,98,5,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1385","FALSE",3.9e+07,"English","Paramount Global",288752301,116,4,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1386","FALSE",2.9e+07,"English","Sony Pictures Entertainment",34994648,104,9,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1387","TRUE",1.6e+07,"English","Sony Pictures Entertainment",48017402,107,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1388","FALSE",14500000,"Asia","Smaller company",95789342,108,0,"0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1389","FALSE",4.8e+07,"English","The Walt Disney Studios",20915465,104,5,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"1390","TRUE",1.8e+07,"English","NBCUniversal",1e+08,103,4,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"1391","FALSE",1.2e+07,"English","NBCUniversal",41205099,92,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1392","TRUE",8.5e+07,"English","NBCUniversal",158468292,104,2,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1393","FALSE",3.5e+07,"English","The Walt Disney Studios",11560806,102,1,"1","0","1","0","0","0","1","0","1","0","0","0","0","0"
"1394","FALSE",5.5e+07,"English","Warner Bros. Entertainment",63408614,104,6,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1395","FALSE",1.16e+08,"English","NBCUniversal",178127760,108,3,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1396","FALSE",6e+07,"English","Paramount Global",96269812,119,8,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1397","FALSE",5.7e+07,"English","Paramount Global",52034889,123,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1398","FALSE",5e+07,"English","Warner Bros. Entertainment",4.9e+07,102,6,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1399","TRUE",17900000,"English","Smaller company",6948633,89,1,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"1400","FALSE",5e+07,"English","The Walt Disney Studios",44547681,140,10,"1","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1401","TRUE",8.4e+07,"English","Smaller company",275650703,88,4,"0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1402","TRUE",6e+07,"English","The Walt Disney Studios",129181830,94,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1403","FALSE",3.5e+07,"English","Smaller company",68349884,91,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1404","FALSE",3.5e+07,"English","Smaller company",14296438,124,0,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"1405","FALSE",6e+07,"English","Smaller company",176070171,110,7,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1406","FALSE",2e+07,"English","Warner Bros. Entertainment",33889159,105,3,"1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"1407","FALSE",9e+06,"English","Smaller company",21510851,84,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1408","FALSE",8e+06,"Europe","Sony Pictures Entertainment",1477676,80,0,"1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"1409","FALSE",2.2e+07,"English","Sony Pictures Entertainment",28744356,115,1,"0","1","1","1","0","1","0","0","0","0","0","0","0","0"
"1410","FALSE",6e+07,"English","Smaller company",17800000,140,3,"1","1","1","1","0","0","0","0","0","0","1","0","0","0"
"1411","FALSE",1.8e+07,"English","Sony Pictures Entertainment",26828365,122,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1412","FALSE",2.9e+07,"English","Smaller company",21126225,103,6,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1413","TRUE",6e+06,"Asia","Smaller company",18686644,92,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1414","TRUE",5e+06,"English","Paramount Global",328203506,97,0,"0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1415","FALSE",1.3e+07,"English","Smaller company",1151330,110,8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1416","FALSE",1.6e+07,"English","The Walt Disney Studios",109502303,126,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1417","FALSE",5e+07,"English","NBCUniversal",49111202,121,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1418","FALSE",9e+07,"English","Smaller company",237202299,118,12,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1419","TRUE",3.8e+07,"English","Smaller company",29907685,90,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1420","FALSE",9e+06,"English","Smaller company",4777465,97,8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1421","FALSE",169000,"English","Smaller company",18564702,103,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1422","FALSE",5e+07,"English","Smaller company",30303072,132,3,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1423","FALSE",7.6e+07,"English","NBCUniversal",69959751,109,6,"1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1424","FALSE",7.5e+07,"English","Smaller company",42285169,110,5,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1425","FALSE",9600000,"English","Smaller company",4386236,144,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1426","FALSE",3.5e+07,"English","Warner Bros. Entertainment",25224242,126,10,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1427","FALSE",6.7e+07,"English","Smaller company",25303038,102,4,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"1428","FALSE",1.02e+08,"English","Smaller company",147080413,99,8,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1429","FALSE",4e+07,"English","Smaller company",38755073,102,5,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1430","TRUE",3.2e+07,"English","The Walt Disney Studios",79082515,102,2,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1431","FALSE",72500000,"English","Sony Pictures Entertainment",162966177,116,13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1432","FALSE",8.5e+07,"English","Sony Pictures Entertainment",131426169,102,8,"0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1433","TRUE",1250000,"English","Paramount Global",21722776,87,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1434","FALSE",3.5e+07,"English","The Walt Disney Studios",42064105,118,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1435","TRUE",4e+06,"English","Paramount Global",36690067,95,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1436","TRUE",2600000,"English","Paramount Global",32980880,91,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1437","TRUE",2200000,"English","Paramount Global",21930418,92,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1438","TRUE",1.9e+07,"English","Sony Pictures Entertainment",141407024,118,8,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1439","TRUE",1e+08,"English","The Walt Disney Studios",330579719,106,5,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"1440","FALSE",5.7e+07,"English","Smaller company",159055768,115,9,"0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1441","TRUE",8.7e+07,"English","NBCUniversal",351692268,131,9,"1","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1442","FALSE",7.5e+07,"English","Smaller company",248118121,106,5,"1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1443","FALSE",2.8e+07,"English","The Walt Disney Studios",5684789,134,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1444","TRUE",8e+06,"English","NBCUniversal",59612888,98,4,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1445","FALSE",4.5e+07,"English","Smaller company",82800000,105,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1446","FALSE",6e+07,"English","Warner Bros. Entertainment",95673607,101,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1447","FALSE",2.5e+07,"English","Warner Bros. Entertainment",56422687,94,7,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1448","FALSE",2e+07,"English","The Walt Disney Studios",86865564,86,4,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1449","TRUE",1.2e+07,"English","Smaller company",114194847,104,2,"1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"1450","TRUE",3e+07,"English","The Walt Disney Studios",27610873,118,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1451","FALSE",3e+07,"English","Sony Pictures Entertainment",41480851,125,3,"1","1","0","1","1","0","0","0","0","0","0","0","0","0"
"1452","FALSE",5.2e+07,"English","NBCUniversal",204999686,106,8,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1453","FALSE",1.1e+07,"English","Smaller company",8266343,85,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1454","FALSE",6.2e+07,"English","Smaller company",1060056,137,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1455","FALSE",5e+07,"English","Warner Bros. Entertainment",10541523,114,7,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1456","FALSE",8.5e+07,"English","Sony Pictures Entertainment",315156409,124,12,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1457","FALSE",2e+07,"English","Paramount Global",7535331,100,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1458","FALSE",2.8e+07,"English","Paramount Global",77516304,90,5,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1459","TRUE",2.5e+07,"English","Smaller company",39053061,119,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1460","FALSE",6500000,"English","Warner Bros. Entertainment",4217115,95,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1461","FALSE",3e+07,"English","Warner Bros. Entertainment",26810113,102,2,"1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"1462","FALSE",2.5e+07,"English","Sony Pictures Entertainment",13411957,107,10,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
