"","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count","Drama","Action","Romance","Adventure","Crime","Science.Fiction","Horror","Family","Fantasy","Animation","History","Documentary","Western","Foreign"
"213","FALSE",4.2e+07,"English","Smaller company",363889678,124,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"214","FALSE",4e+06,"English","Smaller company",31584901,96,7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","FALSE",1.8e+07,"English","The Walt Disney Studios",5887457,127,9,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"216","FALSE",5.2e+07,"English","NBCUniversal",116112375,178,7,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"217","TRUE",2.7e+07,"English","NBCUniversal",115229890,133,5,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"218","FALSE",2e+07,"English","The Walt Disney Studios",18432000,121,4,"1","0","1","1","0","0","0","0","1","0","0","0","0","0"
"219","TRUE",3e+07,"English","Smaller company",192452832,85,2,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"220","TRUE",2e+08,"English","Sony Pictures Entertainment",371353001,115,8,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"221","FALSE",4e+06,"English","Paramount Global",92921203,95,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"222","FALSE",2.3e+07,"English","The Walt Disney Studios",369884651,119,10,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"223","FALSE",1e+06,"English","Smaller company",13350369,103,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","FALSE",6e+07,"English","Smaller company",186883563,170,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"225","FALSE",2962051,"English","Paramount Global",3011195,108,9,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"226","FALSE",6.3e+07,"English","The Walt Disney Studios",100853753,139,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","TRUE",1e+07,"Europe","Smaller company",16680836,178,11,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"228","TRUE",1.39e+08,"English","Sony Pictures Entertainment",821708551,121,13,"0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"229","TRUE",2e+08,"English","Sony Pictures Entertainment",783766341,127,14,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"230","TRUE",2.58e+08,"English","Sony Pictures Entertainment",890871626,139,16,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"231","TRUE",1e+08,"English","Smaller company",230884728,121,10,"1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"232","TRUE",2.8e+07,"English","The Walt Disney Studios",140767956,131,5,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"233","TRUE",1.05e+08,"English","Sony Pictures Entertainment",121214377,129,6,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"234","TRUE",8e+07,"English","NBCUniversal",415885488,124,4,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"235","TRUE",4.8e+07,"English","Warner Bros. Entertainment",249348933,115,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"236","FALSE",5.2e+07,"English","Smaller company",355237933,140,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","FALSE",2e+07,"English","Smaller company",21284514,106,9,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"238","TRUE",2.3e+07,"English","NBCUniversal",51881013,89,2,"0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"239","FALSE",2.2e+07,"English","Smaller company",424208848,181,3,"1","0","0","1","0","0","0","0","0","0","0","0","1","0"
"240","FALSE",2e+06,"Europe","Smaller company",7e+07,137,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","TRUE",7.6e+07,"English","Smaller company",236350661,107,9,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"242","TRUE",1.15e+08,"English","The Walt Disney Studios",562816256,92,12,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"243","FALSE",1.5e+07,"English","Warner Bros. Entertainment",64256513,97,8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","FALSE",7e+07,"English","Sony Pictures Entertainment",122919055,125,9,"1","0","0","1","0","0","0","0","1","0","0","0","0","0"
"245","TRUE",5e+07,"English","Smaller company",97607453,125,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"246","FALSE",2.5e+07,"English","Paramount Global",41597830,114,10,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","TRUE",1.25e+08,"English","Sony Pictures Entertainment",767820459,149,6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","FALSE",6e+07,"English","Warner Bros. Entertainment",219417255,128,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","FALSE",2e+08,"English","Paramount Global",1845034188,194,11,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"250","FALSE",3300000,"Europe","Smaller company",30641770,130,1,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"251","FALSE",1.7e+07,"English","Smaller company",46357676,116,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","FALSE",10500000,"English","NBCUniversal",792965326,115,1,"0","0","0","1","0","1","0","1","1","0","0","0","0","0"
"253","TRUE",7.5e+07,"English","The Walt Disney Studios",816969268,145,10,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"254","TRUE",6.3e+07,"English","Smaller company",463517383,136,5,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"255","TRUE",1.5e+08,"English","Smaller company",738599701,138,9,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"256","TRUE",1.5e+08,"English","Smaller company",424988211,129,10,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"257","FALSE",3.1e+07,"English","NBCUniversal",128499205,161,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","TRUE",9e+07,"English","Smaller company",589390539,98,9,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"259","TRUE",1.4e+08,"English","Sony Pictures Entertainment",441818803,88,11,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"260","TRUE",10700000,"English","Smaller company",122200000,114,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"261","FALSE",7e+07,"English","Warner Bros. Entertainment",130358911,164,4,"1","1","0","0","0","0","0","0","0","0","1","0","0","0"
"262","FALSE",18339750,"Europe","Smaller company",92180910,156,1,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"263","FALSE",3e+07,"English","Smaller company",611899420,127,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","FALSE",1.4e+08,"English","Smaller company",456758981,154,6,"1","1","0","0","0","0","0","0","0","0","1","0","0","0"
"265","TRUE",2e+07,"English","Smaller company",67200000,108,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","FALSE",2.5e+07,"English","Smaller company",411006740,129,5,"1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"267","TRUE",3e+07,"English","Sony Pictures Entertainment",295212467,107,7,"0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"268","FALSE",3.8e+07,"English","Smaller company",58401898,133,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"269","FALSE",7500000,"English","Smaller company",62493712,108,4,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"270","FALSE",14400000,"English","Smaller company",34700291,141,3,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"271","TRUE",4e+06,"English","Paramount Global",16491080,93,6,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"272","TRUE",6e+07,"English","Smaller company",223664608,123,8,"0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"273","FALSE",6e+06,"English","Smaller company",23341568,106,9,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"274","TRUE",2.5e+07,"English","Paramount Global",281929795,97,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"275","FALSE",1.7e+07,"English","Sony Pictures Entertainment",17185632,113,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"276","FALSE",2e+07,"Europe","Paramount Global",229400000,116,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","FALSE",1.5e+07,"English","Smaller company",3675201,134,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","FALSE",1.6e+07,"English","Warner Bros. Entertainment",92823546,96,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"279","FALSE",5.2e+07,"English","Smaller company",352114312,141,10,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"280","FALSE",4500000,"English","Smaller company",7390108,102,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"281","FALSE",1e+08,"English","Warner Bros. Entertainment",235926552,146,9,"1","0","0","1","0","1","0","0","0","0","0","0","0","0"
"282","FALSE",6500000,"English","Sony Pictures Entertainment",57504069,112,7,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"283","FALSE",1.75e+08,"English","Smaller company",497409852,163,10,"1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"284","FALSE",1746964,"English","Smaller company",2181987,147,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","TRUE",1e+07,"English","Smaller company",139352633,93,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"286","FALSE",9.2e+07,"English","NBCUniversal",494471524,113,5,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"287","FALSE",2900000,"Europe","Smaller company",5596708,113,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","TRUE",3e+06,"Asia","Smaller company",14980005,120,0,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"289","TRUE",1.25e+08,"English","Smaller company",976475550,152,13,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"290","TRUE",1e+08,"English","Smaller company",876688482,161,16,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"291","TRUE",1.3e+08,"English","Smaller company",789804554,141,16,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"292","TRUE",1.5e+08,"English","Smaller company",895921036,157,18,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"293","TRUE",1.5e+08,"English","Warner Bros. Entertainment",938212738,138,21,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"294","FALSE",1.4e+08,"English","Smaller company",449220945,183,25,"0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"295","TRUE",18500000,"English","The Walt Disney Studios",183316455,137,6,"0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"296","FALSE",8e+06,"English","Paramount Global",213928762,154,13,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"297","FALSE",9e+07,"English","Warner Bros. Entertainment",171120329,150,11,"1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"298","FALSE",1.1e+07,"English","Smaller company",39363635,122,12,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","FALSE",2.4e+07,"English","Smaller company",182016617,135,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"300","TRUE",8e+07,"English","Warner Bros. Entertainment",516642939,115,6,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"301","FALSE",1.9e+07,"English","Smaller company",44017374,144,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"302","TRUE",2.8e+07,"English","Smaller company",195312802,127,1,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"303","TRUE",27500000,"English","Smaller company",187500000,131,0,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"304","TRUE",3e+07,"English","Smaller company",152427960,131,2,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"305","TRUE",4e+07,"English","Smaller company",191185897,130,2,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"306","TRUE",3.2e+07,"English","Smaller company",156167015,133,3,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"307","TRUE",5.8e+07,"English","Smaller company",352194034,130,8,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"308","FALSE",4.3e+07,"English","Smaller company",80049764,136,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","FALSE",6e+06,"English","Smaller company",254700832,117,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"310","FALSE",7e+06,"English","Smaller company",116700000,121,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"311","TRUE",1.1e+08,"English","Smaller company",333011068,119,9,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"312","FALSE",1.5e+07,"English","Paramount Global",356830601,110,6,"0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"313","FALSE",4e+07,"English","Warner Bros. Entertainment",672806292,107,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","FALSE",2.3e+07,"English","Sony Pictures Entertainment",43984230,163,1,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"315","FALSE",4e+06,"English","NBCUniversal",30039392,99,5,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"316","FALSE",5.4e+07,"English","Smaller company",132511035,132,7,"0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"317","FALSE",8e+07,"English","Paramount Global",245676146,138,8,"0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"318","TRUE",1.9e+07,"English","Smaller company",25836616,108,10,"0","1","0","0","1","0","1","0","0","0","0","0","0","0"
"319","FALSE",3e+06,"English","Smaller company",242623,104,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"320","TRUE",350000,"English","Smaller company",29400000,85,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"321","TRUE",3600000,"English","Smaller company",5923044,84,2,"0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"322","TRUE",2.5e+08,"English","Warner Bros. Entertainment",933959197,153,16,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"323","FALSE",3.5e+07,"English","The Walt Disney Studios",74558115,122,7,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"324","FALSE",2.5e+07,"English","Smaller company",46836394,145,12,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"325","TRUE",1.8e+07,"English","The Walt Disney Studios",476684675,103,6,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"326","TRUE",1.8e+07,"English","The Walt Disney Studios",358991681,120,6,"0","0","0","1","1","0","0","1","0","0","0","0","0","0"
"327","FALSE",8e+06,"English","The Walt Disney Studios",100523181,102,11,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","FALSE",3.6e+07,"English","Sony Pictures Entertainment",12532777,106,6,"0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"329","FALSE",2.2e+07,"English","Sony Pictures Entertainment",77737889,191,9,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"330","FALSE",6e+07,"English","Sony Pictures Entertainment",47383689,122,11,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","FALSE",1.1e+08,"English","Smaller company",478207520,120,7,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"332","FALSE",2.5e+07,"English","The Walt Disney Studios",441286195,125,4,"1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"333","FALSE",1e+06,"English","Smaller company",21378361,89,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"334","FALSE",1.8e+07,"English","Smaller company",46201432,100,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"335","FALSE",6e+06,"English","Smaller company",138530565,120,10,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"336","FALSE",6e+06,"English","Smaller company",8551228,120,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"337","FALSE",5.5e+07,"English","Smaller company",198685114,114,4,"1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"338","TRUE",10500000,"English","Sony Pictures Entertainment",75902208,97,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"339","FALSE",1.3e+07,"English","Smaller company",123922370,121,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","FALSE",2.5e+07,"English","The Walt Disney Studios",119188334,110,5,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"341","FALSE",3.3e+07,"English","Warner Bros. Entertainment",327311859,127,15,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"342","TRUE",6e+07,"English","Warner Bros. Entertainment",484409218,90,9,"0","0","0","1","0","0","0","1","1","1","0","0","0","0"
"343","TRUE",1.5e+08,"English","Warner Bros. Entertainment",919838758,93,9,"0","0","0","1","0","0","0","1","1","1","0","0","0","0"
"344","TRUE",1.6e+08,"English","Warner Bros. Entertainment",798958165,93,16,"0","0","0","1","0","0","0","1","1","1","0","0","0","0"
"345","TRUE",2.8e+07,"English","The Walt Disney Studios",504050219,90,5,"0","0","1","1","0","0","0","1","1","1","0","0","0","0"
"346","TRUE",3500000,"English","Paramount Global",83453539,88,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","FALSE",1e+07,"English","NBCUniversal",31973249,97,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"348","TRUE",16500000,"English","Warner Bros. Entertainment",67683989,94,7,"0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"349","TRUE",3.3e+07,"English","Warner Bros. Entertainment",310940086,95,6,"0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"350","TRUE",6.3e+07,"English","Warner Bros. Entertainment",296655431,94,15,"0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"351","FALSE",4.4e+07,"English","Smaller company",165615285,147,9,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"352","FALSE",4e+07,"English","Smaller company",205405498,189,20,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"353","FALSE",52500000,"English","Smaller company",179213434,127,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"354","FALSE",2e+07,"English","Smaller company",3970078,121,9,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","TRUE",5e+07,"English","Smaller company",111340801,106,5,"0","1","0","0","0","1","0","0","1","0","0","0","0","0"
"356","FALSE",5952000,"English","NBCUniversal",2120439,87,1,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"357","FALSE",4e+07,"English","Smaller company",30925690,137,6,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"358","TRUE",1.2e+07,"Asia","Smaller company",19271312,129,0,"1","0","1","0","0","1","0","0","1","0","0","0","0","0"
"359","TRUE",6.6e+07,"English","The Walt Disney Studios",189198313,121,5,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"360","FALSE",3.5e+07,"English","The Walt Disney Studios",57269863,126,4,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"361","FALSE",1.8e+07,"English","Paramount Global",14110013,108,0,"0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"362","FALSE",2.7e+07,"English","Sony Pictures Entertainment",16519460,117,3,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
