"","id","original_title","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count"
"2554",17202,"Why Did I Get Married?",TRUE,1.5e+07,"English","Smaller company",55184721,113,1
"2555",17207,"Houseguest",FALSE,10500000,"English","The Walt Disney Studios",26325256,113,1
"2556",17247,"Batalla en el cielo",FALSE,1601792,"Europe","Smaller company",253527,96,0
"2557",17258,"The Pick-up Artist",FALSE,1.5e+07,"English","The Walt Disney Studios",13290368,81,6
"2558",17320,"The TV Set",FALSE,2e+06,"English","Smaller company",265198,87,8
"2559",17332,"The Soloist",FALSE,6e+07,"English","NBCUniversal",31720158,109,8
"2560",17335,"Obsessed",FALSE,2e+07,"English","Sony Pictures Entertainment",73830340,108,4
"2561",17347,"Bride Flight",FALSE,6400000,"English","Smaller company",2556911,130,1
"2562",17360,"Escape to Victory",FALSE,1e+07,"English","Paramount Global",27453418,116,3
"2563",17379,"Last Holiday",FALSE,4.5e+07,"English","Paramount Global",38399961,112,3
"2564",17402,"Miami Rhapsody",FALSE,6,"English","The Walt Disney Studios",5,95,4
"2565",17431,"Moon",FALSE,5e+06,"English","Smaller company",9760104,97,2
"2566",17436,"The Informers",FALSE,1.8e+07,"English","Smaller company",382174,98,6
"2567",17450,"Pennies from Heaven",FALSE,2.2e+07,"English","Smaller company",9171289,108,3
"2568",17466,"Death Warrant",FALSE,4e+06,"English","Smaller company",16853487,93,2
"2569",17478,"Dhoom",TRUE,1500000,"India","Smaller company",1.2e+07,124,1
"2570",17494,"Unlawful Entry",FALSE,2.3e+07,"English","The Walt Disney Studios",57138719,117,5
"2571",17532,"S. Darko",TRUE,4e+06,"English","Smaller company",4100000,103,1
"2572",17578,"The Adventures of Tintin",FALSE,1.3e+08,"English","Paramount Global",371940071,107,9
"2573",17585,"Surviving the Game",FALSE,7400000,"English","Warner Bros. Entertainment",7690013,96,5
"2574",17606,"The Other Man",FALSE,1.5e+07,"English","Smaller company",1143856,90,3
"2575",17609,"Antichrist",FALSE,1.1e+07,"Europe","Smaller company",791867,108,1
"2576",17610,"Year One",FALSE,6e+07,"English","Sony Pictures Entertainment",62357900,97,13
"2577",17654,"District 9",FALSE,3e+07,"English","Smaller company",210819611,112,0
"2578",17680,"The Girlfriend Experience",FALSE,1700000,"English","Smaller company",1007962,77,0
"2579",17692,"Jaws 3-D",TRUE,20500000,"English","NBCUniversal",87987055,99,2
"2580",17707,"Brokedown Palace",FALSE,2.5e+07,"English","The Walt Disney Studios",1.3e+07,100,4
"2581",17708,"Corky Romano",FALSE,1.1e+07,"English","Smaller company",23978402,86,3
"2582",17711,"The Adventures of Rocky & Bullwinkle",FALSE,7.6e+07,"English","NBCUniversal",35134820,88,8
"2583",17813,"Alex & Emma",FALSE,3e+07,"English","Smaller company",15368897,96,4
"2584",17834,"A Simple Wish",FALSE,2.8e+07,"English","NBCUniversal",8345056,86,2
"2585",17880,"Because of Winn-Dixie",FALSE,1.4e+07,"English","The Walt Disney Studios",32645546,106,3
"2586",17926,"Undiscovered",FALSE,9e+06,"English","Smaller company",1046166,97,1
"2587",17927,"Fired Up!",FALSE,2e+07,"English","Sony Pictures Entertainment",18599102,90,2
"2588",17935,"Taras Bulba",FALSE,2.5e+07,"English","Smaller company",16815892,130,0
"2589",17979,"A Christmas Carol",FALSE,2e+08,"English","The Walt Disney Studios",325233863,96,6
"2590",18009,"Leprechaun 2",TRUE,2e+06,"English","Smaller company",2260622,85,3
"2591",18032,"The Secret of Moonacre",FALSE,1.2e+07,"English","Smaller company",7070330,103,2
"2592",18041,"Gossip",FALSE,1.4e+07,"English","Smaller company",5108820,90,5
"2593",18126,"Hannah Montana: The Movie",FALSE,3.5e+07,"English","The Walt Disney Studios",155545279,102,1
"2594",18162,"Land of the Lost",FALSE,1e+08,"English","NBCUniversal",68688831,102,2
"2595",18164,"Twelve and Holding",FALSE,4e+05,"English","Smaller company",95687,90,1
"2596",18176,"Assassination of a High School President",FALSE,11500000,"English","Smaller company",69564,93,3
"2597",18183,"Como agua para chocolate",FALSE,2e+06,"Europe","Smaller company",21665468,105,0
"2598",18206,"Alone With Her",FALSE,1e+06,"English","Smaller company",10018,78,1
"2599",18239,"The Twilight Saga: New Moon",TRUE,5e+07,"English","Smaller company",709827462,130,9
"2600",18240,"The Proposal",FALSE,4e+07,"English","The Walt Disney Studios",317375031,108,9
"2601",18254,"Reds",FALSE,3.2e+07,"English","Smaller company",40382659,195,7
"2602",18320,"The Young Victoria",FALSE,3.5e+07,"English","Smaller company",27409889,105,6
"2603",18360,"Night at the Museum: Battle of the Smithsonian",TRUE,1.5e+08,"English","The Walt Disney Studios",413106170,105,17
"2604",18405,"The Last House on the Left",FALSE,1.5e+07,"English","Smaller company",32721635,110,3
"2605",18410,"Project X",FALSE,1.8e+07,"English","The Walt Disney Studios",18532286,108,5
"2606",18462,"Night of the Comet",FALSE,3e+06,"English","Smaller company",14418922,95,2
"2607",18475,"The Cookout",FALSE,1.6e+07,"English","Smaller company",12,97,1
"2608",18476,"Horsemen",FALSE,2e+07,"English","Smaller company",1017401,90,6
"2609",18487,"The Taking of Pelham 1 2 3",FALSE,1e+08,"English","Sony Pictures Entertainment",150166126,106,6
"2610",18498,"Ghoulies",TRUE,1e+06,"English","Smaller company",3.5e+07,81,0
"2611",18501,"Gamer",FALSE,5e+07,"English","Smaller company",40828540,95,6
"2612",18533,"Bronson",FALSE,230000,"English","Smaller company",2260712,92,1
"2613",18550,"Fled",FALSE,2.5e+07,"English","Smaller company",17193231,98,5
"2614",18587,"10 to Midnight",FALSE,4520000,"English","Smaller company",7175592,101,2
"2615",18615,"Fur: An Imaginary Portrait of Diane Arbus",FALSE,16800000,"English","Smaller company",2281089,122,4
"2616",18734,"L.I.E. Long Island Expressway",FALSE,7e+05,"English","Smaller company",1667192,97,5
"2617",18736,"The Lizzie McGuire Movie",FALSE,1.7e+07,"English","The Walt Disney Studios",55534455,94,0
"2618",18764,"双龙会",FALSE,1e+07,"Others","Smaller company",8359717,89,1
"2619",18777,"Slow Burn",FALSE,15500000,"English","Smaller company",1237615,93,3
"2620",18785,"The Hangover",TRUE,3.5e+07,"English","Smaller company",459270619,100,10
"2621",18823,"Clash of the Titans",TRUE,1.25e+08,"English","Smaller company",232713139,106,10
"2622",18882,"Man-Thing",FALSE,7500000,"English","Smaller company",143000,97,1
"2623",18892,"Jawbreaker",FALSE,3e+06,"English","Sony Pictures Entertainment",3076820,87,2
"2624",18923,"A Home at the End of the World",FALSE,6500000,"English","Smaller company",1548955,96,3
"2625",18925,"Facing the Giants",FALSE,1e+05,"English","Smaller company",10178331,111,0
"2626",18935,"Ernest Goes to Camp",TRUE,3e+06,"English","The Walt Disney Studios",23509382,92,0
"2627",18937,"Quest for Camelot",FALSE,4e+07,"English","Warner Bros. Entertainment",38172500,86,5
"2628",18947,"The Boat That Rocked",FALSE,5e+07,"English","NBCUniversal",36348784,116,8
"2629",19051,"The New Adventures of Pippi Longstocking",FALSE,5e+06,"English","Sony Pictures Entertainment",3569939,100,1
"2630",19053,"Valley Girl",FALSE,350000,"English","Smaller company",17343596,99,4
"2631",19058,"Down",FALSE,1.5e+07,"English","Smaller company",163169,111,5
"2632",19064,"Once Bitten",FALSE,3200000,"English","Smaller company",1e+07,94,1
"2633",19065,"Pure Luck",FALSE,17010000,"English","NBCUniversal",24941969,96,4
"2634",19084,"Johnson Family Vacation",FALSE,1.2e+07,"English","The Walt Disney Studios",31179516,97,1
"2635",19085,"Vulgar",FALSE,120000,"English","Smaller company",14904,87,2
"2636",19143,"Diggstown",FALSE,1.7e+07,"English","Smaller company",4836637,98,6
"2637",19158,"Graveyard Shift",FALSE,10500000,"English","Paramount Global",11582891,89,2
"2638",19183,"The Derby Stallion",FALSE,750000,"English","Smaller company",4e+06,98,2
"2639",19185,"Night of the Living Dead",FALSE,4200000,"English","Sony Pictures Entertainment",5835247,88,1
"2640",19200,"Shadows and Fog",FALSE,1.4e+07,"English","Smaller company",2735731,85,12
"2641",19255,"Away We Go",FALSE,1.7e+07,"English","Smaller company",14899417,98,9
"2642",19265,"Whatever Works",FALSE,1.5e+07,"English","Sony Pictures Entertainment",35097815,92,4
"2643",19382,"Biloxi Blues",FALSE,2e+07,"English","NBCUniversal",51684798,106,3
"2644",19384,"Dark Angel",FALSE,7e+06,"English","Smaller company",9229401,91,1
"2645",19404,"Dilwale Dulhania Le Jayenge",FALSE,13200000,"India","Smaller company",1e+08,190,2
"2646",19405,"Recess: School's Out",TRUE,1e+07,"English","The Walt Disney Studios",44460850,83,1
"2647",19429,"Absence of Malice",FALSE,1.2e+07,"English","Sony Pictures Entertainment",40716963,116,3
"2648",19507,"Neighbors",FALSE,8500000,"English","Sony Pictures Entertainment",29916207,94,1
"2649",19585,"G-Force",FALSE,1.5e+08,"English","The Walt Disney Studios",292817841,88,10
"2650",19620,"Bluffmaster!",FALSE,1823152,"India","Smaller company",7133082,137,2
"2651",19623,"Drona",FALSE,1.5e+07,"India","Smaller company",3250000,150,2
"2652",19666,"लगान",FALSE,5200000,"India","Smaller company",8100000,224,2
"2653",19698,"Porky's II: The Next Day",TRUE,6500000,"English","The Walt Disney Studios",33759266,98,0
"2654",19703,"अ वेडनसडे",FALSE,1400000,"India","The Walt Disney Studios",3500000,103,1
"2655",19840,"I Love You, Beth Cooper",FALSE,1.8e+07,"English","Smaller company",15345201,102,2
"2656",19898,"Pandorum",FALSE,3.3e+07,"English","Smaller company",20645327,108,3
"2657",19899,"Couples Retreat",FALSE,7e+07,"English","NBCUniversal",171844840,113,8
"2658",19901,"Daybreakers",FALSE,2e+07,"English","Smaller company",51416464,98,3
"2659",19908,"Zombieland",FALSE,23600000,"English","Sony Pictures Entertainment",102391382,88,6
"2660",19912,"The Final Destination",TRUE,4e+07,"English","Warner Bros. Entertainment",186167139,82,1
"2661",19913,"(500) Days of Summer",FALSE,7500000,"English","The Walt Disney Studios",60722734,95,4
"2662",19931,"The Joy Luck Club",FALSE,1.1e+07,"English","The Walt Disney Studios",32861136,139,0
"2663",19959,"Surrogates",FALSE,8e+07,"English","The Walt Disney Studios",122444772,89,5
"2664",19980,"99",FALSE,3e+06,"India","Smaller company",6600000,141,0
"2665",19994,"Jennifer's Body",FALSE,1.6e+07,"English","Warner Bros. Entertainment",31556061,100,6
"2666",19995,"Avatar",TRUE,2.37e+08,"English","Smaller company",2787965087,162,8
"2667",20002,"Chandni Chowk To China",FALSE,10500000,"India","Warner Bros. Entertainment",9400000,149,1
"2668",20009,"Slackers",FALSE,1.4e+07,"English","Sony Pictures Entertainment",6413915,86,4
"2669",20024,"The End of the Affair",FALSE,2.3e+07,"English","Sony Pictures Entertainment",10827816,102,4
"2670",20048,"Confessions of a Shopaholic",FALSE,4e+07,"English","Smaller company",108332743,104,6
"2671",20049,"Ayan",FALSE,3230939,"India","Smaller company",1.8e+07,162,0
"2672",20148,"Cowboys & Angels",FALSE,2e+06,"Europe","Smaller company",33700,89,0
"2673",20178,"World's Greatest Dad",FALSE,1e+07,"English","Smaller company",295750,99,2
"2674",20200,"Narco",FALSE,823258,"English","Smaller company",823258,105,1
"2675",20304,"Never Die Alone",FALSE,3e+06,"English","Smaller company",5923000,88,3
"2676",20337,"Martin Lawrence Live: Runteldat",FALSE,3e+06,"English","Smaller company",19184015,113,1
"2677",20352,"Despicable Me",TRUE,6.9e+07,"English","NBCUniversal",543513985,95,6
"2678",20421,"Rock-A-Doodle",FALSE,1.8e+07,"English","Smaller company",11657385,77,1
"2679",20453,"3 Idiots",FALSE,9e+06,"India","Smaller company",7e+07,170,1
"2680",20481,"Nightbreed",FALSE,1.1e+07,"English","Smaller company",8862354,102,0
"2681",20483,"Catch That Kid",FALSE,1.8e+07,"English","The Walt Disney Studios",16702864,92,4
"2682",20493,"Love Story 2050",FALSE,2e+07,"India","Smaller company",5e+06,171,1
"2683",20504,"The Book of Eli",FALSE,8e+07,"English","Warner Bros. Entertainment",157107755,118,9
"2684",20526,"TRON: Legacy",TRUE,1.7e+08,"English","The Walt Disney Studios",400062763,125,5
"2685",20533,"Jonah Hex",FALSE,4.7e+07,"English","Warner Bros. Entertainment",10539000,80,8
"2686",20616,"Swimfan",FALSE,8500000,"English","The Walt Disney Studios",34411240,84,1
"2687",20637,"Panic",FALSE,1e+06,"English","Smaller company",779137,88,2
"2688",20649,"Clockers",FALSE,2.5e+07,"English","NBCUniversal",13071518,128,8
"2689",20662,"Robin Hood",FALSE,2e+08,"English","Smaller company",310669540,140,11
"2690",20688,"Kaminey",FALSE,9e+06,"India","Smaller company",18130000,135,1
"2691",20697,"Ready to Rumble",FALSE,2.4e+07,"English","Smaller company",12372410,107,5
"2692",20701,"Tales from the Darkside: The Movie",FALSE,3500000,"English","Paramount Global",16324573,93,4
"2693",20713,"Farewell to the King",FALSE,1.6e+07,"English","Smaller company",2420917,117,1
"2694",20714,"12",FALSE,4e+06,"Europe","Smaller company",7537453,159,2
"2695",20737,"Air Bud",TRUE,3e+06,"English","The Walt Disney Studios",23144499,98,2
"2696",20742,"Shootout at Lokhandwala",FALSE,1.1e+07,"India","Smaller company",1.2e+07,150,2
"2697",20761,"Play It to the Bone",FALSE,2.4e+07,"English","The Walt Disney Studios",8434146,124,9
"2698",20763,"Radio Flyer",FALSE,3.5e+07,"English","Sony Pictures Entertainment",4651977,114,4
"2699",20764,"Sleep Dealer",FALSE,2500000,"English","Smaller company",107559,90,1
"2700",20766,"The Road",FALSE,3.2e+07,"English","Smaller company",27635305,111,5
"2701",20770,"But I'm a Cheerleader",FALSE,1200000,"English","Smaller company",2600000,85,5
"2702",20794,"Novocaine",FALSE,6e+06,"English","Smaller company",2025238,95,8
"2703",20829,"Funny People",FALSE,7.5e+07,"English","Sony Pictures Entertainment",61458982,146,10
"2704",20856,"Aliens in the Attic",FALSE,4.5e+07,"English","The Walt Disney Studios",57881056,86,3
"2705",20857,"Hardball",FALSE,3.2e+07,"English","Paramount Global",40222729,106,5
"2706",20912,"She Hate Me",FALSE,8e+06,"English","Smaller company",365134,138,6
"2707",20943,"The Ugly Truth",FALSE,3.8e+07,"English","Smaller company",205298907,96,3
"2708",20968,"Sarkar",TRUE,1900000,"India","Smaller company",5900000,123,3
"2709",21033,"Beautiful",FALSE,1500000,"English","Smaller company",56000,97,0
"2710",21052,"Levity",FALSE,7500000,"English","Sony Pictures Entertainment",209151,100,4
"2711",21173,"Death of a President",FALSE,2e+06,"English","Smaller company",167000,97,0
"2712",21185,"Vibes",FALSE,1884000,"English","Smaller company",1883811,99,5
"2713",21208,"Orphan",FALSE,2e+07,"English","Smaller company",41596251,123,4
"2714",21210,"दिल से",FALSE,5200000,"India","Smaller company",1.3e+07,163,1
