"","id","original_title","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count"
"961",6519,"The Dukes of Hazzard",TRUE,5e+07,"English","Smaller company",110803676,104,6
"962",6520,"First Knight",FALSE,5.5e+07,"English","Sony Pictures Entertainment",127600435,134,4
"963",6522,"Life",FALSE,8e+07,"English","Smaller company",73345029,108,7
"964",6538,"Charlie Wilson's War",FALSE,7.5e+07,"English","NBCUniversal",119000410,102,8
"965",6552,"Idle Hands",FALSE,2.5e+07,"English","Sony Pictures Entertainment",4152230,92,5
"966",6557,"27 Dresses",FALSE,3e+07,"English","Warner Bros. Entertainment",160259319,111,4
"967",6575,"Walk Hard: The Dewey Cox Story",FALSE,3.5e+07,"English","Sony Pictures Entertainment",18317151,96,14
"968",6615,"Lars and the Real Girl",FALSE,1.2e+07,"English","Smaller company",11293663,106,3
"969",6637,"National Treasure: Book of Secrets",TRUE,1.3e+08,"English","The Walt Disney Studios",457363168,124,9
"970",6639,"Love in the Time of Cholera",FALSE,4.5e+07,"English","Warner Bros. Entertainment",4607608,139,5
"971",6687,"Transsiberian",FALSE,1.5e+07,"English","Smaller company",5926410,111,5
"972",6723,"The Rookie",FALSE,1e+07,"English","Smaller company",21633874,120,3
"973",6795,"Zathura: A Space Adventure",FALSE,6.5e+07,"English","Sony Pictures Entertainment",64321501,101,6
"974",6877,"Failure to Launch",FALSE,5e+07,"English","Paramount Global",128406887,97,8
"975",6947,"The Village",FALSE,6e+07,"English","Smaller company",256697520,108,10
"976",6950,"Outbreak",FALSE,5e+07,"English","Smaller company",189859560,127,8
"977",6957,"The 40 Year Old Virgin",FALSE,2.6e+07,"English","NBCUniversal",109449237,116,10
"978",6961,"The Wedding Date",FALSE,1.5e+07,"English","Smaller company",47175038,88,3
"979",6963,"The Weather Man",FALSE,2e+07,"English","Paramount Global",12482775,101,4
"980",6964,"Something's Gotta Give",FALSE,8e+07,"English","Sony Pictures Entertainment",266728738,128,7
"981",6972,"Australia",FALSE,1.3e+08,"English","Smaller company",49554002,165,6
"982",6973,"In the Valley of Elah",FALSE,2.3e+07,"English","Smaller company",29541790,124,8
"983",6977,"No Country for Old Men",FALSE,2.5e+07,"English","Paramount Global",171600000,122,7
"984",6978,"Big Trouble in Little China",FALSE,2.5e+07,"English","The Walt Disney Studios",1.1e+07,99,4
"985",7090,"Ken Park",FALSE,1300000,"English","Smaller company",447741,97,2
"986",7091,"Vampire's Kiss",FALSE,2e+06,"English","Smaller company",725131,103,3
"987",7095,"Jack",FALSE,4.5e+07,"English","Smaller company",58620973,113,3
"988",7131,"Van Helsing",TRUE,1.6e+08,"English","NBCUniversal",300257475,132,6
"989",7183,"Perfect Stranger",FALSE,60795000,"English","Sony Pictures Entertainment",73090611,109,4
"990",7191,"Cloverfield",FALSE,2.5e+07,"English","Paramount Global",170764026,85,4
"991",7211,"Dan in Real Life",FALSE,2.5e+07,"English","The Walt Disney Studios",68377859,98,7
"992",7214,"Coach Carter",FALSE,3e+07,"English","Paramount Global",76669806,136,3
"993",7220,"The Punisher",FALSE,3.3e+07,"English","Smaller company",54700105,124,6
"994",7233,"Rebound",FALSE,4.5e+07,"English","The Walt Disney Studios",16809014,103,3
"995",7270,"Matchstick Men",FALSE,6.2e+07,"English","Smaller company",65565672,116,5
"996",7278,"Meet the Spartans",FALSE,3e+07,"English","The Walt Disney Studios",84646831,84,1
"997",7288,"Duplex",FALSE,4e+07,"English","Paramount Global",19322135,89,10
"998",7299,"Equilibrium",FALSE,2e+07,"English","Smaller company",5359645,107,5
"999",7303,"Maid in Manhattan",FALSE,5.5e+07,"English","Smaller company",154906693,105,6
"1000",7304,"Running Scared",FALSE,1.7e+07,"English","Smaller company",9500000,122,6
"1001",7305,"Alive",FALSE,3.2e+07,"English","Paramount Global",36733909,120,5
"1002",7326,"Juno",FALSE,7500000,"English","The Walt Disney Studios",231411584,96,7
"1003",7341,"The Rage: Carrie 2",TRUE,2.1e+07,"English","Smaller company",17762705,104,2
"1004",7345,"There Will Be Blood",FALSE,2.5e+07,"English","Paramount Global",77208711,158,5
"1005",7350,"The Bucket List",FALSE,4.5e+07,"English","Smaller company",175372502,97,2
"1006",7351,"Julia",FALSE,6e+06,"English","Smaller company",1300000,138,3
"1007",7364,"Sahara",FALSE,1.3e+08,"English","Paramount Global",119269486,124,8
"1008",7442,"Sleeping with the Enemy",FALSE,1.9e+07,"English","The Walt Disney Studios",174999005,99,1
"1009",7443,"Chicken Run",FALSE,4.5e+07,"English","Warner Bros. Entertainment",224834564,84,4
"1010",7445,"Brothers",FALSE,2.6e+07,"English","Smaller company",43318349,104,7
"1011",7446,"Tropic Thunder",FALSE,9.2e+07,"English","Warner Bros. Entertainment",188072649,107,14
"1012",7450,"Titan A.E.",FALSE,7.5e+07,"English","The Walt Disney Studios",36754634,94,7
"1013",7451,"xXx",TRUE,7e+07,"English","Sony Pictures Entertainment",277448382,124,4
"1014",7453,"The Hitchhiker's Guide to the Galaxy",FALSE,5e+07,"English","Warner Bros. Entertainment",104478416,109,12
"1015",7459,"Speed Racer",FALSE,1.2e+08,"English","Smaller company",93945766,135,6
"1016",7461,"Vantage Point",FALSE,4e+07,"English","Sony Pictures Entertainment",151161491,90,11
"1017",7484,"Open Season",TRUE,8.5e+07,"English","Sony Pictures Entertainment",197309027,83,9
"1018",7485,"Shooter",FALSE,6.1e+07,"English","Paramount Global",95696996,124,7
"1019",7501,"Knockaround Guys",FALSE,1.5e+07,"English","Smaller company",1.2e+07,92,8
"1020",7508,"Taare Zameen Par",FALSE,2600000,"India","Smaller company",28430000,165,1
"1021",7510,"Running with Scissors",FALSE,1.2e+07,"English","Sony Pictures Entertainment",6754898,116,8
"1022",7512,"Idiocracy",FALSE,3e+07,"English","The Walt Disney Studios",495303,84,8
"1023",7516,"Smokin' Aces",TRUE,1.7e+07,"English","NBCUniversal",57103895,109,11
"1024",7518,"Over the Hedge",FALSE,8e+07,"English","Smaller company",343397247,83,10
"1025",7520,"Cocktail",FALSE,2e+07,"English","The Walt Disney Studios",171504781,104,3
"1026",7551,"Déjà Vu",FALSE,7.5e+07,"English","Smaller company",180557550,126,9
"1027",7552,"Fun with Dick and Jane",FALSE,1e+08,"English","Smaller company",202026112,90,5
"1028",7553,"Waiting...",TRUE,3e+06,"English","Smaller company",18637690,94,7
"1029",7555,"Rambo",TRUE,5e+07,"English","NBCUniversal",113244290,92,2
"1030",7735,"Die Welle",FALSE,7500000,"Europe","Smaller company",1.9e+07,107,0
"1031",7737,"Resident Evil: Extinction",TRUE,4.5e+07,"English","Smaller company",148412065,94,3
"1032",7840,"10,000 BC",FALSE,1.05e+08,"English","Smaller company",2.66e+08,109,1
"1033",7859,"Half Nelson",FALSE,7e+05,"English","Smaller company",4911725,107,4
"1034",7870,"Down in the Valley",FALSE,8e+06,"English","Smaller company",852872,112,6
"1035",7873,"Harsh Times",FALSE,2e+06,"English","Smaller company",5967038,120,3
"1036",7874,"Black Snake Moan",FALSE,1.5e+07,"English","Paramount Global",10903846,116,3
"1037",7913,"Rang De Basanti",FALSE,2200000,"India","Smaller company",11502151,157,1
"1038",7942,"Run Fatboy Run",FALSE,1e+07,"English","Smaller company",3.3e+07,100,3
"1039",7972,"Before the Devil Knows You're Dead",FALSE,1.8e+07,"English","Smaller company",25005257,117,6
"1040",7979,"The Kite Runner",FALSE,2e+07,"English","Warner Bros. Entertainment",73276047,128,1
"1041",7980,"The Lovely Bones",FALSE,6.5e+07,"English","Smaller company",93525586,136,6
"1042",7984,"In the Name of the Father",FALSE,1.3e+07,"English","NBCUniversal",65796862,133,4
"1043",8005,"Robin Hood: Men in Tights",FALSE,2e+07,"English","Smaller company",35739755,104,3
"1044",8007,"Behind Enemy Lines",TRUE,4e+07,"English","The Walt Disney Studios",91753202,106,3
"1045",8009,"Highlander",TRUE,1.6e+07,"English","Smaller company",5900000,116,6
"1046",8010,"Highlander II: The Quickening",TRUE,3e+07,"English","Smaller company",15556340,91,5
"1047",8011,"Highlander III: The Sorcerer",TRUE,2.6e+07,"English","Smaller company",36800000,99,2
"1048",8012,"Get Shorty",TRUE,30250000,"English","Smaller company",115101622,105,11
"1049",8046,"Gigli",FALSE,5.4e+07,"English","Smaller company",7266209,121,4
"1050",8051,"Punch-Drunk Love",FALSE,2.5e+07,"English","Sony Pictures Entertainment",1.7e+07,95,5
"1051",8052,"Hard Eight",FALSE,3e+06,"English","Smaller company",222559,96,5
"1052",8053,"The Three Burials of Melquiades Estrada",FALSE,1.5e+07,"English","Smaller company",12036149,121,5
"1053",8054,"The Imaginarium of Doctor Parnassus",FALSE,3e+07,"English","Smaller company",64352607,123,6
"1054",8055,"The Reader",FALSE,3.2e+07,"English","Smaller company",113019290,124,3
"1055",8065,"21",FALSE,3.5e+07,"English","Sony Pictures Entertainment",69823199,123,5
"1056",8066,"Stay",FALSE,5e+07,"English","The Walt Disney Studios",8342132,99,7
"1057",8068,"Desperado",TRUE,7e+06,"English","Sony Pictures Entertainment",25405445,104,6
"1058",8077,"Alien³",TRUE,5e+07,"English","The Walt Disney Studios",159773545,114,7
"1059",8078,"Alien: Resurrection",TRUE,7e+07,"English","The Walt Disney Studios",1.62e+08,109,7
"1060",8079,"Om Shanti Om",FALSE,9100000,"India","Smaller company",37707444,170,5
"1061",8080,"Suspect Zero",FALSE,2.7e+07,"English","Paramount Global",1.3e+07,99,4
"1062",8090,"Untraceable",FALSE,3.5e+07,"English","Smaller company",32483410,101,3
"1063",8130,"Desperately Seeking Susan",FALSE,5e+06,"English","Smaller company",27400000,104,10
"1064",8141,"You Kill Me",FALSE,4e+06,"English","Smaller company",2426851,90,5
"1065",8193,"Napoleon Dynamite",FALSE,4e+05,"English","Paramount Global",46118097,95,1
"1066",8195,"Ronin",FALSE,5.5e+07,"English","Smaller company",41610884,122,5
"1067",8197,"Midnight in the Garden of Good and Evil",FALSE,3.5e+07,"English","Warner Bros. Entertainment",25105255,155,7
"1068",8198,"The Quiet American",FALSE,3e+07,"English","Paramount Global",27674124,101,5
"1069",8202,"Æon Flux",FALSE,6.2e+07,"English","Paramount Global",52304001,93,4
"1070",8204,"The Spiderwick Chronicles",FALSE,9e+07,"English","Paramount Global",162839667,95,5
"1071",8224,"8MM",TRUE,4e+07,"English","Sony Pictures Entertainment",96618699,123,6
"1072",8247,"Jumper",FALSE,8.5e+07,"English","Warner Bros. Entertainment",222231186,88,7
"1073",8265,"Bienvenue chez les ch'tis",FALSE,1.1e+07,"Europe","Smaller company",53191886,106,0
"1074",8270,"The Lookout",FALSE,1.6e+07,"English","Paramount Global",5367030,99,6
"1075",8271,"Disturbia",FALSE,2e+07,"English","Paramount Global",117760134,105,5
"1076",8273,"American Wedding",TRUE,5.5e+07,"English","NBCUniversal",231449203,103,6
"1077",8279,"Paris",FALSE,1.9e+07,"Europe","Smaller company",23550000,130,1
"1078",8285,"The Spirit",FALSE,6e+07,"English","Warner Bros. Entertainment",39031337,103,3
"1079",8291,"Poetic Justice",FALSE,1.4e+07,"English","Sony Pictures Entertainment",27515786,109,3
"1080",8292,"Four Brothers",FALSE,4.5e+07,"English","Paramount Global",92374674,109,9
"1081",8321,"In Bruges",FALSE,1.5e+07,"English","Smaller company",34533783,107,5
"1082",8328,"Step Up 2: The Streets",TRUE,2.3e+07,"English","Smaller company",150816700,98,1
"1083",8329,"[REC]",TRUE,1500000,"Europe","Smaller company",30448000,78,0
"1084",8337,"They Live",FALSE,4e+06,"English","NBCUniversal",13008928,94,3
"1085",8338,"Blindness",FALSE,2.5e+07,"English","Smaller company",19844979,121,6
"1086",8346,"My Big Fat Greek Wedding",TRUE,5e+06,"English","Smaller company",368744044,95,0
"1087",8349,"Der rote Baron",FALSE,1.8e+07,"Europe","Smaller company",40239,120,2
"1088",8355,"Ice Age: Dawn of the Dinosaurs",TRUE,9e+07,"English","The Walt Disney Studios",886686817,94,10
"1089",8358,"Cast Away",FALSE,9e+07,"English","Warner Bros. Entertainment",429632142,143,2
"1090",8363,"Superbad",FALSE,2e+07,"English","Sony Pictures Entertainment",121463226,113,11
"1091",8367,"Robin Hood: Prince of Thieves",FALSE,4.8e+07,"English","Warner Bros. Entertainment",390493908,143,6
"1092",8373,"Transformers: Revenge of the Fallen",TRUE,1.5e+08,"English","Paramount Global",836297228,150,14
"1093",8374,"The Boondock Saints",TRUE,6e+06,"English","Smaller company",30471,108,3
"1094",8386,"How High",FALSE,1.2e+07,"English","NBCUniversal",31155435,93,5
"1095",8393,"The Gods Must Be Crazy",TRUE,5e+06,"English","Smaller company",6e+07,109,0
"1096",8398,"The Hitcher",FALSE,1e+07,"English","Smaller company",25399945,84,2
"1097",8408,"Day of the Dead",TRUE,3500000,"English","Smaller company",3.4e+07,96,0
"1098",8409,"A Man Apart",FALSE,3.6e+07,"English","Warner Bros. Entertainment",44350926,109,2
"1099",8413,"Event Horizon",FALSE,6e+07,"English","Paramount Global",26673242,96,4
"1100",8427,"I Spy",FALSE,7e+07,"English","Sony Pictures Entertainment",33561137,97,5
"1101",8452,"The 6th Day",FALSE,8.2e+07,"English","Smaller company",96085477,123,6
"1102",8453,"Fanaa",FALSE,5300000,"India","Smaller company",22175908,168,1
"1103",8456,"Never Back Down",TRUE,2e+07,"English","Smaller company",41627431,115,2
"1104",8461,"Funny Games",FALSE,1.5e+07,"English","Smaller company",7938872,112,4
"1105",8467,"Dumb and Dumber",TRUE,1.6e+07,"English","Warner Bros. Entertainment",247275374,107,4
"1106",8470,"John Q",FALSE,3.6e+07,"English","Warner Bros. Entertainment",102244770,116,6
"1107",8487,"Wild Wild West",FALSE,1.7e+08,"English","Smaller company",222104681,106,5
"1108",8488,"Hitch",FALSE,7e+07,"English","Sony Pictures Entertainment",368100420,118,6
"1109",8489,"Ali",FALSE,1.07e+08,"English","Sony Pictures Entertainment",87713825,157,11
"1110",8491,"Weekend at Bernie's",TRUE,6500000,"English","Smaller company",30218387,97,0
"1111",8512,"Devil in a Blue Dress",FALSE,2.7e+07,"English","Sony Pictures Entertainment",16140822,102,4
"1112",8536,"Superman II",TRUE,5.4e+07,"English","Warner Bros. Entertainment",190458706,127,6
"1113",8584,"Shanghai Noon",TRUE,5.5e+07,"English","Warner Bros. Entertainment",56932305,110,5
"1114",8587,"The Lion King",TRUE,4.5e+07,"English","The Walt Disney Studios",788241776,89,9
"1115",8592,"Dick Tracy",FALSE,4.7e+07,"English","The Walt Disney Studios",103738726,103,9
"1116",8618,"The History Boys",FALSE,4e+06,"English","Smaller company",13401952,109,4
"1117",8619,"Master and Commander: The Far Side of the World",FALSE,1.5e+08,"English","NBCUniversal",212011111,138,2
"1118",8643,"The Exorcism of Emily Rose",FALSE,1.9e+07,"English","Smaller company",144216468,122,4
"1119",8645,"The Happening",FALSE,6e+07,"English","Warner Bros. Entertainment",163403799,91,4
"1120",8653,"섬",FALSE,50000,"Asia","Smaller company",21075,90,0
"1121",8656,"Deep Impact",FALSE,7.5e+07,"English","Paramount Global",140464664,120,9
"1122",8665,"K-19: The Widowmaker",FALSE,1e+08,"English","Paramount Global",35168966,138,4
"1123",8676,"Fool's Gold",FALSE,7e+07,"English","Smaller company",111231041,112,7
"1124",8681,"Taken",TRUE,2.5e+07,"English","The Walt Disney Studios",226830568,93,7
"1125",8688,"Snake Eyes",FALSE,7.3e+07,"English","Paramount Global",103891409,98,7
"1126",8696,"Calendar Girls",FALSE,1e+07,"English","Smaller company",96542059,108,7
"1127",8698,"The League of Extraordinary Gentlemen",FALSE,7.8e+07,"English","The Walt Disney Studios",179265204,110,3
"1128",8699,"Anchorman: The Legend of Ron Burgundy",TRUE,2.6e+07,"English","Smaller company",90574188,94,15
"1129",8741,"The Thin Red Line",FALSE,5.2e+07,"English","The Walt Disney Studios",98126565,170,15
"1130",8764,"Top Secret!",FALSE,9e+06,"English","Paramount Global",20458340,90,3
"1131",8766,"Hellraiser: Bloodline",TRUE,4e+06,"English","Paramount Global",16675000,86,1
"1132",8780,"Baby Mama",FALSE,3e+07,"English","Smaller company",63833449,99,11
"1133",8810,"Mad Max 2",TRUE,2e+06,"English","Smaller company",24600832,95,2
"1134",8814,"Doom",FALSE,6e+07,"English","Smaller company",55987321,105,5
"1135",8818,"Evita",FALSE,5.5e+07,"English","The Walt Disney Studios",141047179,134,3
"1136",8831,"Timecop",TRUE,2.7e+07,"English","NBCUniversal",101646581,99,3
"1137",8832,"Il Divo",FALSE,7275000,"Europe","Smaller company",11260366,110,0
"1138",8834,"Conspiracy Theory",FALSE,7.5e+07,"English","Smaller company",136982834,135,3
"1139",8835,"Legally Blonde",TRUE,1.8e+07,"English","Smaller company",141774679,96,6
"1140",8836,"The X Files: I Want to Believe",TRUE,3e+07,"English","The Walt Disney Studios",68369434,104,4
"1141",8839,"Casper",TRUE,5e+07,"English","NBCUniversal",287928194,100,7
"1142",8840,"DragonHeart",TRUE,5.7e+07,"English","NBCUniversal",115267375,103,5
"1143",8842,"Against the Ropes",FALSE,3.9e+07,"English","Paramount Global",6614280,106,5
"1144",8843,"The Cell",TRUE,3.3e+07,"English","Warner Bros. Entertainment",104155843,107,8
"1145",8844,"Jumanji",FALSE,6.5e+07,"English","Sony Pictures Entertainment",262797249,104,5
"1146",8845,"Under Siege",TRUE,3.5e+07,"English","The Walt Disney Studios",156563139,103,5
"1147",8848,"The Bank Job",FALSE,2e+07,"English","Smaller company",64822796,112,3
"1148",8849,"Alfie",FALSE,6e+07,"English","Paramount Global",13395939,103,6
"1149",8850,"The Shadow",TRUE,2.5e+07,"English","NBCUniversal",48063435,108,9
"1150",8852,"Prince of Darkness",FALSE,3e+06,"English","NBCUniversal",14182492,101,1
"1151",8854,"Steel",FALSE,1.6e+07,"English","Smaller company",1686429,97,1
"1152",8856,"The Karate Kid, Part II",TRUE,113,"English","Sony Pictures Entertainment",115103979,113,0
"1153",8859,"Dude, Where’s My Car?",FALSE,1.3e+07,"English","The Walt Disney Studios",73180723,83,3
"1154",8860,"Metro",FALSE,5.5e+07,"English","The Walt Disney Studios",31987563,117,5
"1155",8870,"Red Planet",FALSE,8e+07,"English","Smaller company",33463969,106,5
"1156",8871,"How the Grinch Stole Christmas",FALSE,1.23e+08,"English","Smaller company",345141403,104,6
"1157",8872,"Wayne's World",TRUE,2e+07,"English","Paramount Global",121697323,94,6
"1158",8874,"My Best Friend's Wedding",FALSE,3.8e+07,"English","Sony Pictures Entertainment",299288605,105,7
"1159",8885,"Vals Im Bashir",FALSE,2e+06,"Asia","Smaller company",11125849,90,0
"1160",8909,"Wanted",TRUE,7.5e+07,"English","NBCUniversal",258270008,110,8
"1161",8913,"Pet Sematary",TRUE,11500000,"English","Paramount Global",57469467,103,0
"1162",8914,"Deep Blue Sea",FALSE,6e+07,"English","Smaller company",73648228,105,6
"1163",8915,"Amelia",FALSE,4e+07,"English","The Walt Disney Studios",19258519,111,3
"1164",8916,"Antz",FALSE,6e+07,"English","Warner Bros. Entertainment",171757863,83,10
"1165",8920,"Garfield",TRUE,5e+07,"English","The Walt Disney Studios",200804534,80,3
"1166",8922,"Jeepers Creepers",TRUE,1e+07,"English","Smaller company",59217789,90,1
"1167",8944,"What Just Happened",FALSE,2.5e+07,"English","Smaller company",6673422,104,9
"1168",8952,"I Love You Phillip Morris",FALSE,1.3e+07,"English","Smaller company",10652035,98,7
"1169",8960,"Hancock",FALSE,1.5e+08,"English","Sony Pictures Entertainment",624029371,92,6
"1170",8961,"Bad Boys II",TRUE,1.3e+08,"English","Sony Pictures Entertainment",273339556,147,8
"1171",8963,"Crimson Tide",FALSE,5.3e+07,"English","The Walt Disney Studios",157387195,116,7
"1172",8966,"Twilight",TRUE,3.7e+07,"English","Smaller company",392616625,122,8
"1173",8967,"The Tree of Life",FALSE,3.2e+07,"English","The Walt Disney Studios",54674226,139,4
"1174",8968,"Boogeyman",TRUE,2e+07,"English","Smaller company",67192859,89,0
"1175",8970,"The Out-of-Towners",FALSE,7.5e+07,"English","Paramount Global",2.9e+07,90,4
"1176",8975,"The Marine",TRUE,2e+07,"English","The Walt Disney Studios",22165608,92,2
"1177",8976,"A Lot Like Love",FALSE,3e+07,"English","Smaller company",42886719,107,6
"1178",8978,"Assault on Precinct 13",FALSE,3e+07,"English","Smaller company",35294470,109,8
"1179",8982,"ต้มยำกุ้ง",TRUE,6e+06,"Asia","Smaller company",27165581,108,0
"1180",8984,"Disclosure",FALSE,5.5e+07,"English","Warner Bros. Entertainment",214015089,123,6
"1181",8988,"Stop-Loss",FALSE,2.5e+07,"English","Paramount Global",11207130,113,9
"1182",8998,"Friends with Money",FALSE,6500000,"English","Sony Pictures Entertainment",13368437,88,9
"1183",8999,"Derailed",FALSE,2.2e+07,"English","Paramount Global",57479076,108,7
"1184",9003,"Hellraiser",TRUE,1e+06,"English","Smaller company",14564027,94,0
"1185",9007,"Just Like Heaven",FALSE,5.8e+07,"English","Warner Bros. Entertainment",102854431,95,6
"1186",9008,"The Insider",FALSE,9e+07,"English","Warner Bros. Entertainment",60289912,157,14
"1187",9009,"Dark Water",FALSE,3e+07,"English","Smaller company",25473093,105,5
"1188",9012,"Jackass: The Movie",TRUE,5e+06,"English","Paramount Global",64282312,87,1
"1189",9013,"Midnight Run",FALSE,3e+07,"English","NBCUniversal",38413606,126,4
"1190",9016,"Treasure Planet",FALSE,1.4e+08,"English","The Walt Disney Studios",109578115,95,9
"1191",9021,"The Santa Clause 2",TRUE,6.5e+07,"English","The Walt Disney Studios",172855065,104,5
"1192",9023,"Spirit: Stallion of the Cimarron",FALSE,8e+07,"English","Warner Bros. Entertainment",122563539,83,2
"1193",9024,"For Love or Money",FALSE,3e+07,"English","NBCUniversal",11146270,94,4
"1194",9029,"What Happens in Vegas",FALSE,3.5e+07,"Europe","The Walt Disney Studios",1.7e+08,99,9
"1195",9030,"The Eye",TRUE,1.2e+07,"English","Paramount Global",56309766,98,5
"1196",9032,"Big Daddy",FALSE,34200000,"English","Sony Pictures Entertainment",234801895,93,7
"1197",9036,"Eight Below",FALSE,4e+07,"English","The Walt Disney Studios",120455994,120,3
"1198",9037,"Grease 2",TRUE,13200000,"English","Paramount Global",15171476,115,2
"1199",9038,"The Heartbreak Kid",FALSE,6e+07,"English","Smaller company",127766650,116,6
"1200",9039,"Trapped",FALSE,3e+07,"English","Smaller company",6916869,106,6
"1201",9042,"The Cave",FALSE,3e+07,"English","Smaller company",15007991,97,3
"1202",9044,"Tristan & Isolde",FALSE,3.1e+07,"English","The Walt Disney Studios",2.8e+07,125,5
"1203",9053,"DOA: Dead or Alive",FALSE,2.1e+07,"English","Smaller company",480314,87,2
"1204",9057,"Terminal Velocity",FALSE,5e+07,"English","The Walt Disney Studios",16478900,102,3
"1205",9064,"Hellbound: Hellraiser II",TRUE,3e+06,"English","Smaller company",12090735,97,1
"1206",9067,"Tank Girl",FALSE,2.5e+07,"English","Smaller company",4064495,98,7
"1207",9070,"Mighty Morphin Power Rangers: The Movie",TRUE,1.5e+07,"English","The Walt Disney Studios",6.6e+07,92,0
"1208",9071,"Living in Oblivion",FALSE,5e+05,"English","Smaller company",1148752,89,6
"1209",9072,"Little Man",FALSE,6.4e+07,"English","Smaller company",101595121,98,3
"1210",9075,"Zwartboek",FALSE,2.1e+07,"Europe","Smaller company",26193068,145,0
"1211",9085,"Harlem Nights",FALSE,3e+07,"English","Paramount Global",60864870,116,2
"1212",9087,"The American President",FALSE,6.2e+07,"English","Sony Pictures Entertainment",107879496,106,7
"1213",9091,"Sudden Death",FALSE,3.5e+07,"English","NBCUniversal",64350171,106,3
"1214",9093,"The Four Feathers",FALSE,3.5e+07,"English","Paramount Global",29882645,132,8
"1215",9095,"Mary Reilly",FALSE,4.7e+07,"English","Sony Pictures Entertainment",12379402,104,6
"1216",9100,"The Craft",FALSE,1.5e+07,"English","Sony Pictures Entertainment",24769466,101,1
"1217",9102,"Screamers",TRUE,2e+07,"English","Smaller company",5781885,108,0
"1218",9103,"The Quest",FALSE,3e+07,"English","NBCUniversal",57400547,95,3
"1219",9208,"Broken Arrow",FALSE,5e+07,"English","The Walt Disney Studios",150270147,108,5
"1220",9255,"Hot Shots! Part Deux",TRUE,2.5e+07,"English","The Walt Disney Studios",133752825,86,3
"1221",9257,"S.W.A.T.",TRUE,8e+07,"English","Smaller company",116643346,117,8
"1222",9261,"喜宴",FALSE,1e+06,"Asia","Smaller company",6933459,109,0
"1223",9263,"Now and Then",FALSE,1.2e+07,"English","Warner Bros. Entertainment",27400000,100,8
"1224",9266,"Blue Crush",TRUE,2.5e+07,"English","Smaller company",51842679,104,2
"1225",9268,"Eraser",FALSE,1e+08,"English","Smaller company",242295562,115,7
"1226",9270,"Brick",FALSE,475000,"English","Smaller company",3919254,110,3
"1227",9271,"Virtuosity",FALSE,3e+07,"English","Paramount Global",24048000,106,3
"1228",9272,"The Good Son",FALSE,1.7e+07,"English","The Walt Disney Studios",44456478,87,3
"1229",9273,"Ace Ventura: When Nature Calls",TRUE,3e+07,"English","Smaller company",212385533,90,6
"1230",9276,"The Faculty",FALSE,1.5e+07,"English","Smaller company",40283321,104,9
"1231",9279,"Jingle All the Way",TRUE,6e+07,"English","The Walt Disney Studios",129832389,89,4
"1232",9280,"Femme Fatale",FALSE,3.5e+07,"English","Smaller company",16838910,114,2
"1233",9281,"Witness",FALSE,1.2e+07,"English","Paramount Global",68706993,113,6
"1234",9285,"Road Trip",TRUE,1.6e+07,"English","Warner Bros. Entertainment",119754278,93,7
"1235",9286,"Final Destination 3",TRUE,2.5e+07,"English","Warner Bros. Entertainment",117719158,93,2
"1236",9290,"Crocodile Dundee in Los Angeles",TRUE,21150000,"English","Smaller company",39438674,92,2
"1237",9291,"The Longest Yard",FALSE,8.2e+07,"English","Paramount Global",190320568,113,12
"1238",9292,"Hudson Hawk",FALSE,6.5e+07,"English","Sony Pictures Entertainment",17218080,100,3
"1239",9293,"John Tucker Must Die",FALSE,1.8e+07,"English","The Walt Disney Studios",41009669,87,0
"1240",9294,"Phenomenon",FALSE,3.2e+07,"English","The Walt Disney Studios",152036382,123,5
"1241",9297,"Monster House",FALSE,7.5e+07,"English","Sony Pictures Entertainment",140175006,91,7
"1242",9303,"Bound",FALSE,4500000,"English","Smaller company",7011317,108,4
"1243",9306,"The Island of Dr. Moreau",FALSE,4e+07,"English","Warner Bros. Entertainment",49627779,96,3
"1244",9310,"American Dreamz",FALSE,1.7e+07,"English","NBCUniversal",7314027,107,9
"1245",9312,"Mortal Kombat",TRUE,1.8e+07,"English","Warner Bros. Entertainment",122195920,101,2
"1246",9315,"Flightplan",FALSE,5.5e+07,"English","Smaller company",223387299,98,3
"1247",9319,"The Last Boy Scout",FALSE,2.9e+07,"English","Smaller company",59509925,105,7
"1248",9320,"The Avengers",FALSE,6e+07,"English","Smaller company",48585416,89,7
"1249",9326,"Romancing the Stone",TRUE,1e+07,"English","The Walt Disney Studios",86572238,106,5
"1250",9327,"The Nutty Professor",TRUE,5.4e+07,"English","Smaller company",128769345,95,3
"1251",9331,"Clear and Present Danger",TRUE,6.2e+07,"English","Paramount Global",215887717,141,7
"1252",9333,"Last Man Standing",FALSE,6.7e+07,"English","Warner Bros. Entertainment",47267001,101,7
"1253",9334,"The Scorpion King",TRUE,6e+07,"English","NBCUniversal",165333180,92,4
"1254",9335,"Transporter 2",TRUE,3.2e+07,"English","The Walt Disney Studios",85167639,87,4
"1255",9336,"Police Academy",TRUE,4500000,"English","Warner Bros. Entertainment",146198896,96,1
"1256",9339,"Click",FALSE,82500000,"English","Smaller company",237681299,107,11
"1257",9340,"The Goonies",FALSE,1.9e+07,"English","Smaller company",61503218,114,6
"1258",9341,"The Core",FALSE,6e+07,"English","Paramount Global",74208267,136,9
"1259",9342,"The Mask of Zorro",TRUE,9.5e+07,"English","Smaller company",250288523,136,3
